user_id_clean,alert_count,critical_alert_count,high_alert_count,unresolved_alert_count,unresolved_critical_count,malware_or_ransomware_count,powershell_count,lateral_movement_count,credential_access_count,tampering_count,usb_count,impossible_resolution_count,inactive_user_activity_count,identity_join_review_count,associated_user_count,risk_score,risk_reasons,critical_severity_points,high_severity_points,unresolved_critical_points,malware_ransomware_points,powershell_points,lateral_movement_points,credential_access_points,tampering_points,usb_points,impossible_resolution_points,inactive_user_points,identity_review_points,risk_band,full_name,department,employee_status
EMP10275,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,4,1 identity review concern(s),0,3,0,0,0,0,0,0,0,0,0,1,Low,Ira Ravi,Sales Dept,Active
EMP10278,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,1 malware/ransomware alert(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,0,1,Low,David Lad,Finance,Active
EMP10289,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,4,1 malware/ransomware alert(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,0,1,Low,,,
EMP10322,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,4,1 malware/ransomware alert(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,0,1,Low,,,
EMP10364,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,1 malware/ransomware alert(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,0,1,Low,Brijesh Golla,Human Resources,Active
EMP10376,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,1 malware/ransomware alert(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,0,1,Low,Bhanumati Chandran,It Support,Active
EMP10390,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,4,volume/low-severity activity only,0,3,0,0,0,0,0,0,1,0,0,0,Low,Girish Balakrishnan,People Team,Active
EMP10413,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,4,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,1,0,0,Low,Rushil Sunder,People Team,Active
EMP10456,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,4,1 malware/ransomware alert(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,0,1,Low,Daksh Kari,Supply Chain,Active
EMP10524,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,4,1 malware/ransomware alert(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,0,1,Low,Zarna Bora,Call Center,Active
EMP10612,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,4,1 malware/ransomware alert(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,0,1,Low,,,
EMP10704,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,4,1 malware/ransomware alert(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,0,1,Low,Pavani Wali,Operations,Active
EMP10725,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,4,volume/low-severity activity only,0,3,0,0,0,0,0,0,1,0,0,0,Low,Tanveer Bhavsar,Information Tech,Active
EMP10757,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,4,1 malware/ransomware alert(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,0,1,Low,Gaurika Bains,Customer Support,Active
EMP10836,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,1 malware/ransomware alert(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,0,1,Low,Mahika Dube,Customer Support,Active
EMP10840,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,4,1 inactive-user event(s),0,0,0,0,0,0,0,0,1,0,3,0,Low,Azad Hora,Human Resource,Disabled
EMP10871,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,4,1 malware/ransomware alert(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,0,1,Low,Aahana Chaudhary,Ops Team,Active
EMP10936,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,4,1 malware/ransomware alert(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,0,1,Low,Chatura Sengupta,Rd,Active
EMP11029,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,4,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,1,0,0,Low,Gaurangi Kibe,Human Resource,Active
EMP11031,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,4,1 malware/ransomware alert(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,0,1,Low,Samuel Hari,Ops Team,Active
EMP11081,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,volume/low-severity activity only,0,3,0,0,0,0,0,0,1,0,0,0,Low,Vanya Om,Customer Care,Active
EMP11118,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,volume/low-severity activity only,0,3,0,0,0,0,0,0,1,0,0,0,Low,Bimala Yohannan,R&D,Active
EMP11120,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,1 malware/ransomware alert(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,0,1,Low,Siya Naik,Customer Care,Active
EMP11151,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,4,1 credential-access alert(s); 1 identity review concern(s),0,0,0,0,0,0,2,0,0,1,0,1,Low,Aadhya Saini,Ops Team,Active
EMP11161,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,4,1 malware/ransomware alert(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,0,1,Low,Neel Venkataraman,Hr,Active
EMP11202,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,4,1 inactive-user event(s); 1 identity review concern(s),0,0,0,0,0,0,0,0,0,0,3,1,Low,Isaiah Dave,Compliance,Inactive
EMP11237,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,1 inactive-user event(s),0,0,0,0,0,0,0,0,1,0,3,0,Low,Meera Srinivasan,Legal,Disabled
EMP11457,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,1 malware/ransomware alert(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,0,1,Low,Noah Sood,Legal,Active
EMP11494,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,volume/low-severity activity only,0,3,0,0,0,0,0,0,1,0,0,0,Low,Zayan Kakar,Information Tech,Active
EMP11521,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,1 identity review concern(s),0,3,0,0,0,0,0,0,0,0,0,1,Low,Mohini Hegde,Operations,Active
EMP11527,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,4,volume/low-severity activity only,0,3,0,0,0,0,0,0,1,0,0,0,Low,Varsha Gulati,Hr,Active
EMP11555,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,1 malware/ransomware alert(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,0,1,Low,Urmi Master,R&D,Active
EMP11595,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,4,1 malware/ransomware alert(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,0,1,Low,Xalak Sathe,People Team,Active
EMP11606,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,4,volume/low-severity activity only,0,3,0,0,0,0,0,0,1,0,0,0,Low,Manya Kale,People Team,Active
EMP11783,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,4,1 inactive-user event(s),0,0,0,0,0,0,0,0,1,0,3,0,Low,Suhani Lanka,Legal Dept,Inactive
EMP11809,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,4,1 malware/ransomware alert(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,0,1,Low,Girish Atwal,Brand Team,Active
EMP11820,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,1 malware/ransomware alert(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,0,1,Low,,,
EMP11835,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,1 malware/ransomware alert(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,0,1,Low,Yashoda Nair,Legal,Active
EMP11844,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,4,1 malware/ransomware alert(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,0,1,Low,Anamika Ben,Accounts,On Leave
EMP11931,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,4,1 malware/ransomware alert(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,0,1,Low,Tamanna Ravi,It Dept,Active
EMP11971,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,4,volume/low-severity activity only,0,3,0,0,0,0,0,0,1,0,0,0,Low,Aachal Cheema,It Support,Active
EMP12068,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,volume/low-severity activity only,0,3,0,0,0,0,0,0,1,0,0,0,Low,Fariq Dayal,Purchase,Active
EMP12173,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,4,1 malware/ransomware alert(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,0,1,Low,Yashica Seth,People Team,Active
EMP12177,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,4,1 lateral-movement alert(s); 1 identity review concern(s),0,0,0,0,0,2,0,0,0,1,0,1,Low,Tanish Jaggi,Purch,Active
EMP12192,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,4,1 malware/ransomware alert(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,0,1,Low,Raksha Narain,Marketing,Active
EMP12347,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,1 malware/ransomware alert(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,0,1,Low,Bahadurjit Zachariah,Rnd,Active
EMP12349,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,1 inactive-user event(s),0,0,0,0,0,0,0,0,1,0,3,0,Low,Chanchal Bobal,Hr Dept,Inactive
EMP12401,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,1 malware/ransomware alert(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,0,1,Low,Manya Kala,Cs,Active
EMP12454,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,1 identity review concern(s),0,3,0,0,0,0,0,0,0,0,0,1,Low,Arunima Khare,Procurement Team,Active
EMP12574,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,1 inactive-user event(s),0,0,0,0,0,0,0,0,1,0,3,0,Low,Vanya Rana,Sales Dept,Inactive
EMP12590,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,4,1 identity review concern(s),0,3,0,0,0,0,0,0,0,0,0,1,Low,Zansi Khosla,Brand Team,
EMP12597,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,4,1 malware/ransomware alert(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,0,1,Low,Oni Dhar,Innovation,Active
EMP12611,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,4,1 identity review concern(s),0,3,0,0,0,0,0,0,0,0,0,1,Low,Zaid Mangat,Marketing Dept,Active
EMP12628,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,4,1 malware/ransomware alert(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,0,1,Low,Kiaan Ramesh,Marketing Dept,Active
EMP12767,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,4,1 malware/ransomware alert(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,0,1,Low,Pahal Chokshi,Finance,Active
EMP12771,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,4,volume/low-severity activity only,0,3,0,0,0,0,0,0,1,0,0,0,Low,Garima Sinha,Rnd,Active
EMP12805,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,4,1 malware/ransomware alert(s); 1 identity review concern(s),0,0,0,3,0,0,0,0,0,0,0,1,Low,Anamika Hayer,Mkt,Active
EMP12956,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,4,1 inactive-user event(s); 1 identity review concern(s),0,0,0,0,0,0,0,0,0,0,3,1,Low,Chanchal Sandal,Customer Support,Inactive
EMP10258,3,0,0,2,0,0,0,0,1,0,1,0,0,0,1,3,1 credential-access alert(s),0,0,0,0,0,0,2,0,1,0,0,0,Low,Qasim Mittal,It Dept,Active
EMP10261,3,0,0,2,0,0,0,1,0,0,1,0,0,0,1,3,1 lateral-movement alert(s),0,0,0,0,0,2,0,0,1,0,0,0,Low,Pavani Atwal,Fin,On Leave
EMP10434,3,0,0,2,0,0,1,0,0,0,0,0,0,1,1,3,1 PowerShell alert(s); 1 identity review concern(s),0,0,0,0,2,0,0,0,0,0,0,1,Low,Wyatt Narang,Marketing Dept,Active
EMP10470,3,0,0,2,0,0,0,0,1,0,1,0,0,0,1,3,1 credential-access alert(s),0,0,0,0,0,0,2,0,1,0,0,0,Low,Noah Lad,Supply Chain,
EMP10517,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,1 PowerShell alert(s),0,0,0,0,2,0,0,0,1,0,0,0,Low,Rishi Tiwari,Finance Dept,Active
EMP11275,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,Dhriti Hegde,Legal Dept,Active
EMP11497,3,0,0,3,0,0,0,1,0,0,0,0,0,1,1,3,1 lateral-movement alert(s); 1 identity review concern(s),0,0,0,0,0,2,0,0,0,0,0,1,Low,Naveen Dubey,Business Sales,Active
EMP10115,2,0,0,2,0,0,0,0,1,0,0,0,0,1,1,3,1 credential-access alert(s); 1 identity review concern(s),0,0,0,0,0,0,2,0,0,0,0,1,Low,Anay Prabhu,Sales Team,Active
EMP10122,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,volume/low-severity activity only,0,3,0,0,0,0,0,0,0,0,0,0,Low,Osha Chakraborty,Legal Dept,Active
EMP10185,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,volume/low-severity activity only,0,3,0,0,0,0,0,0,0,0,0,0,Low,Ojasvi Char,People Team,Active
EMP10321,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,1 PowerShell alert(s),0,0,0,0,2,0,0,0,1,0,0,0,Low,Kalpit Mody,R&D,Active
EMP10362,2,0,0,1,0,0,0,1,0,0,0,0,0,1,1,3,1 lateral-movement alert(s); 1 identity review concern(s),0,0,0,0,0,2,0,0,0,0,0,1,Low,Libni Rau,Innovation,Active
EMP10681,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,Abdul Mannan,Support,Active
EMP10691,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3,1 PowerShell alert(s),0,0,0,0,2,0,0,0,1,0,0,0,Low,Joshua Viswanathan,Information Tech,Active
EMP10733,2,0,0,2,0,0,0,0,1,0,1,0,0,0,1,3,1 credential-access alert(s),0,0,0,0,0,0,2,0,1,0,0,0,Low,Vivaan Choudhry,Information Tech,Active
EMP10738,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,3,1 lateral-movement alert(s),0,0,0,0,0,2,0,0,1,0,0,0,Low,Wazir Parsa,Call Center,Active
EMP10785,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,3,1 PowerShell alert(s); 1 identity review concern(s),0,0,0,0,2,0,0,0,0,0,0,1,Low,Jackson Balasubramanian,Rd,Active
EMP10798,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,1 credential-access alert(s),0,0,0,0,0,0,2,0,1,0,0,0,Low,Udarsh Korpal,Operations,Active
EMP10919,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,1 PowerShell alert(s); 1 identity review concern(s),0,0,0,0,2,0,0,0,0,0,0,1,Low,Udyati Dugar,Sales,Active
EMP10975,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,3,1 PowerShell alert(s); 1 identity review concern(s),0,0,0,0,2,0,0,0,0,0,0,1,Low,Azad Baral,People Team,Active
EMP11089,2,0,0,2,0,0,0,1,0,0,0,0,0,1,1,3,1 lateral-movement alert(s); 1 identity review concern(s),0,0,0,0,0,2,0,0,0,0,0,1,Low,Pahal Lata,Customer Support,Active
EMP11200,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3,1 PowerShell alert(s),0,0,0,0,2,0,0,0,1,0,0,0,Low,Xiti Sem,Operations Dept,Active
EMP11310,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,1 lateral-movement alert(s),0,0,0,0,0,2,0,0,1,0,0,0,Low,Ganga Joshi,Legal,Active
EMP11329,2,0,0,2,0,0,0,0,1,0,1,0,0,0,1,3,1 credential-access alert(s),0,0,0,0,0,0,2,0,1,0,0,0,Low,Udarsh Bali,Human Resource,Active
EMP11396,2,0,0,2,0,0,0,1,0,0,1,0,0,0,1,3,1 lateral-movement alert(s),0,0,0,0,0,2,0,0,1,0,0,0,Low,Victor Ratta,Legal,Active
EMP11481,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,3,1 PowerShell alert(s); 1 identity review concern(s),0,0,0,0,2,0,0,0,0,0,0,1,Low,Ikshita Roy,Procurement,Active
EMP11513,2,0,0,2,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,Vedika Mandal,Rd,Active
EMP11574,2,0,0,2,0,0,0,0,1,0,1,0,0,0,1,3,1 credential-access alert(s),0,0,0,0,0,0,2,0,1,0,0,0,Low,Rajata Comar,Hr,Active
EMP11575,2,0,0,1,0,0,0,0,1,0,1,0,0,0,1,3,1 credential-access alert(s),0,0,0,0,0,0,2,0,1,0,0,0,Low,Suhani Gupta,Sales,Active
EMP11587,2,0,0,1,0,0,0,0,1,0,1,0,0,0,1,3,1 credential-access alert(s),0,0,0,0,0,0,2,0,1,0,0,0,Low,Isaac Bora,Purch,Active
EMP11777,2,0,0,1,0,0,0,0,0,0,1,0,0,2,1,3,2 identity review concern(s),0,0,0,0,0,0,0,0,1,0,0,2,Low,Anusha Contractor,Sales,Active
EMP12141,2,0,0,2,0,0,0,0,0,0,1,0,0,2,1,3,2 identity review concern(s),0,0,0,0,0,0,0,0,1,0,0,2,Low,Darpan Keer,Legal,Active
EMP12143,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,volume/low-severity activity only,0,3,0,0,0,0,0,0,0,0,0,0,Low,Ubika Ranganathan,Human Resource,Active
EMP12158,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3,1 PowerShell alert(s),0,0,0,0,2,0,0,0,1,0,0,0,Low,Timothy Sahni,Ops,Active
EMP12182,2,0,0,1,0,0,0,0,0,0,1,0,0,2,1,3,2 identity review concern(s),0,0,0,0,0,0,0,0,1,0,0,2,Low,Ojas Din,Research And Development,Active
EMP12249,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,volume/low-severity activity only,0,3,0,0,0,0,0,0,0,0,0,0,Low,Hemal Naik,Operations,Active
EMP12261,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,1 PowerShell alert(s),0,0,0,0,2,0,0,0,1,0,0,0,Low,Bhavya Borah,Sales Team,Active
EMP12317,2,0,0,2,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,Zilmil Kara,Ops,Active
EMP12326,2,0,0,2,0,0,0,1,0,0,1,0,0,0,1,3,1 lateral-movement alert(s),0,0,0,0,0,2,0,0,1,0,0,0,Low,Jonathan Prakash,Information Technology,Active
EMP12582,2,0,0,2,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,Yashvi Jayaraman,Sales,Active
EMP12649,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,3,1 lateral-movement alert(s),0,0,0,0,0,2,0,0,1,0,0,0,Low,Aadhya Hayer,Research And Development,Active
EMP12664,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,Chanchal Chandran,Finance,Active
EMP12671,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3,1 PowerShell alert(s),0,0,0,0,2,0,0,0,1,0,0,0,Low,Victor Kumer,Sales Dept,Active
EMP12750,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,1 PowerShell alert(s); 1 identity review concern(s),0,0,0,0,2,0,0,0,0,0,0,1,Low,Darika Parekh,It,Active
EMP12763,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,Sanaya Kale,Marketing Dept,Active
EMP12844,2,0,0,2,0,0,1,0,0,0,1,0,0,0,1,3,1 PowerShell alert(s),0,0,0,0,2,0,0,0,1,0,0,0,Low,Omaja Mangat,Business Sales,Active
EMP12924,2,0,0,1,0,0,0,0,1,0,1,0,0,0,1,3,1 credential-access alert(s),0,0,0,0,0,0,2,0,1,0,0,0,Low,Nirja Dutt,Rnd,Active
EMP12964,2,0,0,1,0,0,0,0,1,0,0,0,0,1,1,3,1 credential-access alert(s); 1 identity review concern(s),0,0,0,0,0,0,2,0,0,0,0,1,Low,Samarth Patla,Legal,Active
EMP12983,2,0,0,2,0,0,1,0,0,0,0,0,0,1,1,3,1 PowerShell alert(s); 1 identity review concern(s),0,0,0,0,2,0,0,0,0,0,0,1,Low,Vyanjana Gour,Supply Chain,Active
EMP10189,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,Kai Sastry,Legal,Active
EMP10214,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,Kiaan Sur,Customer Support,Active
EMP10277,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1 inactive-user event(s),0,0,0,0,0,0,0,0,0,0,3,0,Low,Januja Gera,Marketing,Disabled
EMP10282,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,3,1 credential-access alert(s); 1 identity review concern(s),0,0,0,0,0,0,2,0,0,0,0,1,Low,Theodore Bajaj,It,Active
EMP10325,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,3,1 PowerShell alert(s); 1 identity review concern(s),0,0,0,0,2,0,0,0,0,0,0,1,Low,Liam Tandon,Sales Team,Active
EMP10334,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,1 PowerShell alert(s); 1 identity review concern(s),0,0,0,0,2,0,0,0,0,0,0,1,Low,Waida Arora,Mkt,Active
EMP10354,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,3,1 lateral-movement alert(s); 1 identity review concern(s),0,0,0,0,0,2,0,0,0,0,0,1,Low,Nidra Mall,Hr,Active
EMP10375,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,Daniel Bhat,Supply Chain,Active
EMP10388,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,Kamala Kar,It,Active
EMP10395,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,3,1 credential-access alert(s); 1 identity review concern(s),0,0,0,0,0,0,2,0,0,0,0,1,Low,Charles Saini,Finance,Active
EMP10417,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,1 PowerShell alert(s); 1 identity review concern(s),0,0,0,0,2,0,0,0,0,0,0,1,Low,Falguni Borde,Sales Team,Active
EMP10419,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,Upkaar Dave,Human Resources,Active
EMP10451,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,Ishanvi Karpe,Operations Dept,Active
EMP10465,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,Chakradev Krishnan,Customer Support,Active
EMP10497,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,volume/low-severity activity only,0,3,0,0,0,0,0,0,0,0,0,0,Low,Viraj Saha,Information Tech,Active
EMP10507,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,Dipta Narayan,Finance,Active
EMP10518,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,Liam Ahluwalia,Human Resources,Active
EMP10523,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,3,1 credential-access alert(s); 1 identity review concern(s),0,0,0,0,0,0,2,0,0,0,0,1,Low,Naveen Bakshi,Ops Team,Active
EMP10529,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,1 credential-access alert(s); 1 identity review concern(s),0,0,0,0,0,0,2,0,0,0,0,1,Low,Gagan Dyal,Procurement,Active
EMP10557,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,Watika Sami,Finance Dept,Active
EMP10567,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,3,1 PowerShell alert(s),0,0,0,0,2,0,0,0,0,1,0,0,Low,Upadhriti Krishnan,Legal,Active
EMP10621,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,Bhanumati Ratta,Sales,Active
EMP10646,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1 inactive-user event(s),0,0,0,0,0,0,0,0,0,0,3,0,Low,Nirja Rau,People Team,Inactive
EMP10647,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1 inactive-user event(s),0,0,0,0,0,0,0,0,0,0,3,0,Low,Vedant Kumer,Finance Dept,Inactive
EMP10665,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,Daksh Kalita,Sales Dept,Active
EMP10688,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,Keya Solanki,Procurement,Active
EMP10701,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,Keya Apte,Human Resource,Active
EMP10715,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,3,1 PowerShell alert(s); 1 identity review concern(s),0,0,0,0,2,0,0,0,0,0,0,1,Low,Forum Vyas,Purch,Active
EMP10730,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,Omkaar Balakrishnan,Sales Dept,Active
EMP10742,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,3,1 credential-access alert(s); 1 identity review concern(s),0,0,0,0,0,0,2,0,0,0,0,1,Low,Bhanumati Tella,Innovation,Active
EMP10758,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,Vedika Sagar,Rd,Active
