full_name,role,user_id,department,location,status,hire_date,termination_date,username,hostname,device_id,manager_username,device_id_conflict,device_user_count
Benjamin Toor,Consultant,EMP11065,Operations,Work From Home,Active,2023-03-21 18:12:00,,benjamin.toor48,LPT-11065,DEV57344,manager464,False,1
Oscar Tak,Specialist,EMP12156,Legal,,Disabled,2022-02-12 12:58:46,2025-06-26 08:01:18,oscar.tak70,VDR-12156,DEV90924,manager662,False,1
Vedant Halder,Manager,EMP11062,Legal,Remote,Active,2021-12-30 10:28:30,,vedant.halder11,LPT-11062,DEV54846,manager788,False,1
Yagnesh Goswami,Manager,EMP11167,R&D,Head Office,Inactive,2022-05-15 04:41:11,,yagnesh.goswami58,VDR-11167,DEV66027,manager430,False,1
Vasudha Sridhar,Director,EMP11492,R&D,Head Office,Inactive,2024-07-27 11:04:56,2026-03-22 15:53:26,vasudha.sridhar67,WS-11492,DEV44082,manager646,False,1
Charan Vora,Analyst,EMP12550,R&D,,Active,,,charan.vora9,WS-12550,DEV50159,unknown,False,1
Ayushman Ravi,Specialist,EMP10884,Marketing,Warehouse,Active,,,ayushman.ravi61,WS-10884,DEV21825,manager544,False,1
Rushil Chauhan,Engineer,EMP10143,Customer Support,Branch Office,Active,2020-12-02 00:00:00,,rushil.chauhan74,VDR-10143,,manager669,False,0
Faqid Char,Officer,EMP10850,People,,Active,2023-05-05 22:22:55,,faqid.char88,LPT-10850,,,False,0
Nisha Nagarajan,Trainee,EMP10717,People,Remote,Active,2020-04-15 18:20:17,,nisha.nagarajan68,LPT-10717,DEV47132,,False,1
Quincy Toor,Executive,EMP12927,Marketing,Work From Home,Active,2020-10-08 01:56:00,,quincy.toor85,LPT-12927,DEV39706,manager854,False,1
Bina Agate,Executive,EMP12502,Human Resources,Regional Office,Active,2024-06-28 22:41:47,,bina.agate14,LPT-12502,,manager870,False,0
Laban Mangat,Administrator,EMP10264,Sales,Branch Office,Active,2023-10-29 10:32:00,,laban.mangat50,WS-10264,DEV94765,,False,1
Maanas Chanda,Officer,EMP10075,IT,Branch Office,Active,2024-02-26 00:00:00,,maanas.chanda72,LPT-10075,DEV41635,manager346,False,1
Jonathan Krish,Administrator,EMP12492,Legal,Remote,Active,2024-12-25 03:11:00,,jonathan.krish81,LPT-12492,DEV89900,,False,1
Charles Saini,Specialist,EMP10395,Finance,Data Center,Active,2021-09-30 14:57:14,,charles.saini84,LPT-10395,DEV17019,unknown,False,1
Yahvi Oommen,Manager,EMP12624,Operations,Data Center,Active,2023-02-07 00:17:49,,yahvi.oommen57,VDR-12624,DEV25518,manager998,False,1
Qushi Shenoy,Administrator,EMP12224,Legal,Head Office,Active,2021-02-26 13:49:19,,qushi.shenoy44,WS-12224,DEV32502,manager985,False,1
Panini Gaba,Administrator,EMP12884,IT,Remote,Active,2026-05-30 01:51:00,,panini.gaba68,LPT-12884,DEV70822,unknown,False,1
Bhavini Bhakta,Officer,EMP10396,Customer Support,Remote,Active,2020-10-25 00:00:35,,bhavini.bhakta53,VDR-10396,,manager685,False,0
Osha Modi,Administrator,EMP11365,Sales,,Active,2024-06-19 17:16:35,,osha.modi13,WS-11365,DEV16329,manager964,False,1
Kala Rai,Consultant,EMP12577,R&D,Data Center,Active,2022-05-30 10:36:00,,kala.rai4,VDR-12577,DEV89588,manager820,False,1
Amruta Modi,Administrator,EMP11903,Sales,Remote,Inactive,2025-03-21 08:53:36,2026-05-06 00:00:00,amruta.modi14,LPT-11903,DEV97614,,False,1
Chaitanya Sodhi,Trainee,EMP10595,Customer Support,Work From Home,Active,2022-09-29 06:48:09,,chaitanya.sodhi25,VDR-10595,DEV30202,manager429,False,1
Nitesh Deol,Trainee,EMP12109,Operations,Head Office,Active,2026-02-14 07:37:39,,nitesh.deol94,LPT-12109,DEV87692,manager450,False,1
Upma Warrior,Specialist,EMP11296,Marketing,Regional Office,Active,2023-09-05 00:00:00,,upma.warrior70,,DEV96266,manager122,False,1
Caleb Murty,Analyst,EMP11821,Marketing,Head Office,Active,2023-02-27 11:37:00,,caleb.murty72,VDR-11821,DEV38664,manager513,False,1
Vanya Upadhyay,Analyst,EMP10872,R&D,Branch Office,Active,2020-04-21 10:04:59,,vanya.upadhyay82,LPT-10872,,manager267,False,0
Naksh Bal,Administrator,EMP12997,Customer Support,,On Leave,2023-09-10 21:20:00,,naksh.bal73,VDR-12997,DEV18136,manager321,False,1
Jonathan Prakash,Specialist,EMP12326,IT,Regional Office,Active,2024-02-14 17:21:13,,jonathan.prakash23,LPT-12326,DEV85446,,False,1
Suhani Kapur,Trainee,EMP11548,Legal,Head Office,Inactive,2020-05-20 22:59:40,2022-07-03 00:00:00,suhani.kapur11,WS-11548,DEV94850,manager109,False,1
Lipika Ahuja,Executive,EMP10036,Customer Support,Remote,Active,2022-12-01 07:00:00,,lipika.ahuja14,WS-10036,DEV89276,manager749,False,1
Nirja Dutt,Officer,EMP12924,R&D,,Active,2024-03-27 21:56:09,,nirja.dutt28,LPT-12924,DEV25600,manager823,False,1
Ubika Ranganathan,Director,EMP12143,Human Resources,Branch Office,Active,2022-01-25 11:10:00,,ubika.ranganathan44,LPT-12143,DEV56605,unknown,False,1
Ikbal Sharaf,Trainee,EMP12635,Procurement,Warehouse,Active,2021-04-25 20:04:32,,ikbal.sharaf98,LPT-12635,DEV54743,manager754,False,1
Udyati Trivedi,Director,EMP10977,Operations,Data Center,Active,2022-01-25 10:45:46,,udyati.trivedi33,VDR-10977,,manager145,False,0
Vidhi Bansal,Trainee,EMP11571,R&D,,Active,,,,LPT-11571,DEV49320,manager784,False,1
Jacob Hayer,Consultant,EMP11122,IT,Head Office,Active,2023-01-04 12:09:21,,jacob.hayer63,VDR-11122,DEV70339,manager458,False,1
Zilmil Minhas,Officer,EMP12239,Brand,Data Center,Active,2025-01-01 00:00:00,,zilmil.minhas52,LPT-12239,DEV66264,manager834,False,1
Jatin Das,Consultant,EMP12504,Marketing,Warehouse,Active,,,jatin_das11,LPT-12504,DEV12970,manager987,False,1
Sudiksha Patil,Engineer,EMP11892,Human Resources,Branch Office,Active,2022-02-15 17:03:03,,sudiksha.patil75,VDR-11892,DEV15269,manager848,False,1
Jackson Lad,Analyst,EMP10675,Marketing,Warehouse,Inactive,2022-09-23 22:34:28,2023-12-13 02:34:50,jackson.lad85,WS-10675,DEV93735,manager426,False,1
Harita Lall,Administrator,EMP10728,Operations,Data Center,On Leave,2025-07-03 09:21:55,,harita.lall46,LPT-10728,,manager647,False,0
Rohan Dada,Consultant,EMP10412,IT,,Active,2024-03-07 09:47:00,,rohan.dada48,WS-10412,,,False,0
Ria Batra,Manager,EMP11516,Marketing,,Active,2024-07-31 08:11:17,,ria.batra56,WS-11516,DEV54883,,True,2
Ekbal Dhar,Director,EMP11649,Finance,Remote,Active,2023-09-03 00:00:00,,ekbal.dhar82,LPT-11649,DEV58244,,False,1
Abeer Mishra,Specialist,EMP10825,Innovation,Data Center,Active,2022-06-02 17:12:00,,abeer.mishra34,VDR-10825,DEV98668,manager128,False,1
Isha Bir,Director,EMP10616,Customer Support,Remote,Active,2025-12-08 04:59:51,,isha.bir7,LPT-10616,DEV62235,manager238,False,1
Chatura Dube,Officer,EMP10114,Marketing,Branch Office,Inactive,2024-12-30 00:00:00,,chatura.dube60,LPT-10114,DEV67898,manager567,False,1
Falguni Borde,Administrator,EMP10417,Sales,Remote,Active,,,falguni.borde91,WS-10417,,manager347,False,0
Vansha Bhalla,Officer,EMP11625,Operations,,Active,2026-07-22 14:35:51,,vansha.bhalla14,VDR-11625,DEV60961,manager800,False,1
Brijesh Din,Engineer,EMP10089,Procurement,Data Center,Active,2021-04-07 21:27:16,,brijesh.din81,LPT-10089,DEV81376,,False,1
Nikita Toor,Consultant,EMP12082,Procurement,Head Office,Active,2021-05-21 00:00:00,,nikita.toor74,WS-12082,DEV18704,,False,1
Tanmayi Rai,Analyst,EMP10753,Procurement,Remote,Disabled,2023-11-25 00:00:00,,tanmayi.rai5,LPT-10753,DEV24563,manager402,False,1
Reva Nayak,Analyst,EMP12546,IT,Work From Home,Active,2020-10-04 23:45:27,,reva.nayak73,WS-12546,DEV38336,manager897,False,1
Lakshmi Lalla,Analyst,EMP11630,Procurement,Head Office,Inactive,2020-12-27 10:16:10,,lakshmi.lalla82,WS-11630,DEV37004,manager346,False,1
Wriddhish Dey,Administrator,EMP10011,Finance,Branch Office,Active,2026-05-09 21:23:12,,wriddhish.dey59,LPT-10011,,manager697,False,0
Raagini Bhakta,Specialist,EMP12444,Operations,Branch Office,Inactive,2024-07-30 00:00:00,2026-05-26 07:39:00,raagini.bhakta93,LPT-12444,DEV93205,manager372,False,1
Nihal Kamdar,Director,EMP10284,Finance,,Active,2024-10-26 15:54:00,,nihal.kamdar76,WS-10284,DEV31292,,True,2
Ekansh Bawa,Analyst,EMP11066,People,Data Center,Active,2021-03-07 00:00:00,,ekansh.bawa43,VDR-11066,,manager225,False,0
Ekbal Shah,Director,EMP11191,IT,Branch Office,Active,,,ekbal.shah56,LPT-11191,DEV90004,manager609,False,1
Yutika Raju,Consultant,EMP11440,Human Resources,Work From Home,Active,2022-11-05 00:00:00,,yutika.raju42,LPT-11440,DEV30807,manager202,False,1
Nathaniel Banerjee,Analyst,EMP12886,Marketing,Remote,Active,2020-05-20 07:10:45,,nathaniel.banerjee74,VDR-12886,DEV92304,manager542,False,1
Ekanta Bava,Administrator,EMP12885,R&D,Warehouse,Active,2025-06-12 02:14:00,,ekanta.bava97,LPT-12885,DEV85109,manager328,False,1
Raksha Dugal,Manager,EMP12793,Procurement,Warehouse,Active,2022-12-11 23:14:00,,raksha.dugal5,WS-12793,,manager180,False,0
Oviya Shukla,Officer,EMP11568,Operations,Warehouse,Disabled,,2026-01-03 15:00:39,oviya.shukla26,LPT-11568,DEV83778,manager810,False,1
Oviya Mannan,Administrator,EMP12427,Sales,,Active,2026-01-29 23:45:00,,oviya.mannan17,LPT-12427,DEV24652,,False,1
Amaira Nath,Analyst,EMP12656,Procurement,,Active,2021-07-13 00:00:00,,amaira.nath55,VDR-12656,,manager682,False,0
Wridesh Karpe,Consultant,EMP11687,IT,,Active,2023-06-06 00:00:00,,wridesh.karpe22,WS-11687,DEV70508,manager575,False,1
Darpan Kapoor,Manager,EMP10851,Brand,Work From Home,Active,2021-05-12 19:24:29,,darpan.kapoor33,LPT-10851,,unknown,False,0
Yutika Dugar,Director,EMP12207,Legal,Remote,Active,2025-07-04 00:00:00,,yutika.dugar86,LPT-12207,,manager479,False,0
Hardik Basu,Analyst,EMP10895,Sales,Branch Office,Active,2022-01-21 04:26:22,,hardik.basu90,WS-10895,DEV95016,manager741,False,1
Ati Chaudhary,Administrator,EMP10496,Marketing,Warehouse,Active,2023-09-21 19:29:56,,ati_chaudhary14,LPT-10496,DEV46899,manager941,False,1
Viraj Chandran,Trainee,EMP12305,Customer Support,Data Center,Inactive,2022-04-09 18:38:00,,viraj.chandran86,LPT-12305,DEV59002,manager578,False,1
Qadim Amble,Consultant,EMP11782,Customer Support,Branch Office,Active,2021-01-21 14:07:08,,qadim.amble59,WS-11782,DEV89427,,False,1
Fariq Saxena,Analyst,EMP10335,Finance,Data Center,Active,2026-06-04 10:11:28,,fariq.saxena84,VDR-10335,DEV50043,manager771,False,1
Anamika Bir,Officer,EMP10515,People,Remote,Active,2023-01-01 09:58:56,,,WS-10515,DEV39215,,True,2
Amaira Karpe,Consultant,EMP11348,Legal,Data Center,Active,2023-02-18 00:00:00,,amaira.karpe43,WS-11348,DEV91515,manager253,False,1
Eiravati Dyal,Executive,EMP11015,IT,Data Center,Active,2022-02-05 21:44:01,,eiravati.dyal26,LPT-11015,DEV62328,manager682,False,1
Anay Dubey,Administrator,EMP12893,Customer Support,Head Office,Active,2025-07-02 00:00:00,,anay.dubey90,VDR-12893,DEV65087,,False,1
Vivaan Sur,Trainee,EMP11781,Finance,Remote,Active,2022-04-21 00:00:00,,vivaan.sur44,LPT-11781,,,False,0
Mitali Bhardwaj,Manager,EMP12569,People,Remote,Disabled,2020-03-12 00:00:00,,mitali.bhardwaj73,LPT-12569,DEV63240,manager871,False,1
Vidhi Banerjee,Trainee,EMP11785,People,Data Center,Active,2021-07-16 16:08:51,,vidhi.banerjee77,WS-11785,DEV51044,manager878,False,1
Suhani Ghose,Officer,EMP12070,Customer Support,Branch Office,Active,2023-02-03 22:51:46,,,LPT-12070,DEV31831,manager350,False,1
Samaksh Munshi,Engineer,EMP10356,Legal,Remote,Inactive,2022-09-21 00:00:00,2023-01-19 23:55:59,samaksh.munshi71,LPT-10356,DEV64559,manager222,False,1
Turvi Garg,Director,EMP12937,Supply Chain,Regional Office,Active,2021-08-08 23:36:10,,turvi.garg83,LPT-12937,DEV25279,manager563,False,1
Lekha Raman,Executive,EMP11312,Operations,Regional Office,Active,2021-08-13 17:38:05,,lekha.raman10,VDR-11312,DEV94178,,False,1
Varenya Gopal,Manager,EMP11635,Sales,Regional Office,Active,2024-02-26 19:56:41,,varenya.gopal89,LPT-11635,DEV25109,manager649,False,1
Harini Chakrabarti,Trainee,EMP10550,Marketing,Branch Office,Active,,,harini.chakrabarti74,VDR-10550,,manager155,False,0
Edhitha Kurian,Engineer,EMP12388,Sales,Branch Office,Active,2021-12-27 07:23:14,,edhitha.kurian21,VDR-12388,,manager116,False,0
Abdul Nair,Trainee,EMP12479,Operations,Remote,Active,2020-06-19 00:00:00,,abdul.nair65,VDR-12479,DEV21014,manager153,False,1
Jackson Sarma,Analyst,EMP12521,Brand,Remote,Active,2024-10-06 12:46:15,,jackson.sarma53,LPT-12521,DEV14911,manager238,True,2
Charvi Saraf,Executive,EMP12265,Supply Chain,Branch Office,Active,2020-10-22 22:16:24,,charvi.saraf85,LPT-12265,DEV50332,manager854,False,1
Omya Mutti,Manager,EMP11227,Human Resources,,Active,2022-05-27 00:00:00,,omya.mutti75,VDR-11227,DEV26080,manager284,False,1
Nathaniel Jhaveri,Officer,EMP12762,Marketing,Work From Home,Disabled,2023-02-14 21:39:51,2024-04-22 08:28:23,nathaniel.jhaveri55,LPT-12762,DEV79833,manager348,False,1
Gautami Chaudhry,Director,EMP10957,Innovation,Warehouse,Active,2024-07-31 00:00:00,,gautami.chaudhry72,LPT-10957,DEV95078,manager952,False,1
Osha Purohit,Consultant,EMP11773,Innovation,,Active,2022-08-15 08:43:21,,osha.purohit36,,DEV89337,unknown,False,1
Darpan Keer,Administrator,EMP12141,Legal,,Active,2022-02-11 13:03:17,,darpan.keer78,VDR-12141,DEV59324,manager726,False,1
Jason Ravi,Specialist,EMP11008,Operations,Regional Office,Active,2023-04-29 10:33:50,,jason.ravi20,VDR-11008,DEV89670,,False,1
Ati Kota,Manager,EMP11092,Human Resources,Head Office,Active,2024-05-02 17:36:00,,ati.kota16,WS-11092,DEV94070,manager700,False,1
Karan Mohan,Administrator,EMP12756,Sales,Remote,Active,2025-01-22 04:08:02,,karan.mohan54,WS-12756,DEV38618,,False,1
Oeshi Bal,Manager,EMP10996,Finance,Remote,Active,2024-12-19 00:00:00,,oeshi.bal11,,DEV78002,manager624,False,1
Jacob Devan,Analyst,EMP11679,Procurement,Data Center,Active,2021-06-30 08:23:38,,jacob.devan87,LPT-11679,DEV76530,unknown,False,1
Arunima Lanka,Specialist,EMP10153,Operations,,Active,2023-07-21 17:31:00,,arunima.lanka10,,,manager514,False,0
Banjeet Singh,Manager,EMP12867,Legal,,Active,2023-02-23 00:00:00,,banjeet.singh7,LPT-12867,DEV43478,,False,1
Anay Palan,Analyst,EMP10580,Finance,Data Center,Active,,,anay.palan12,LPT-10580,DEV54815,,False,1
Vansha Lalla,Officer,EMP11470,Marketing,Regional Office,Active,2021-07-17 03:45:21,,vansha.lalla24,,DEV89249,manager379,False,1
Rachana Nath,Specialist,EMP10703,Customer Support,Remote,Inactive,2024-07-20 06:58:17,2025-07-19 00:00:00,rachana_nath10,VDR-10703,DEV16917,manager580,False,1
Naksh Kalita,Consultant,EMP11212,Customer Support,Head Office,Active,2021-07-03 14:15:33,,naksh.kalita55,LPT-11212,,manager266,False,0
Omisha Raju,Manager,EMP10896,Sales,Remote,Active,2020-03-08 00:00:00,,omisha.raju69,WS-10896,DEV29420,manager256,False,1
Aadi Hari,Manager,EMP10487,IT,Regional Office,Active,2025-06-18 00:00:00,,aadi.hari72,WS-10487,DEV68414,manager736,False,1
Elijah Mani,Manager,EMP10559,R&D,Data Center,Active,2023-01-24 10:24:21,,elijah.mani33,VDR-10559,DEV53864,manager929,False,1
Champak Banerjee,Engineer,EMP11141,Sales,Regional Office,Active,2024-08-25 00:00:00,,champak.banerjee84,WS-11141,DEV22928,manager408,False,1
Rajeshri Wagle,Analyst,EMP11119,Operations,Data Center,Active,2020-12-17 19:18:00,,rajeshri.wagle66,WS-11119,,manager795,False,0
Chanchal Karan,Analyst,EMP10512,Operations,Branch Office,Active,2023-02-21 19:05:02,,chanchal.karan62,WS-10512,DEV40375,manager784,False,1
Pahal Sidhu,Executive,EMP10633,Sales,,Inactive,2023-08-29 03:55:00,,pahal_sidhu88,,DEV78656,unknown,False,1
Qabil Vig,Executive,EMP11664,Procurement,Data Center,Inactive,2024-10-26 22:24:14,2025-07-17 20:17:58,qabil.vig75,LPT-11664,,,False,0
Shivansh Korpal,Analyst,EMP11012,R&D,Remote,Active,2023-06-30 00:00:00,,shivansh.korpal9,VDR-11012,DEV11447,manager213,False,1
Tamanna Ravi,Analyst,EMP11931,IT,Work From Home,Active,2021-05-27 09:37:10,,tamanna.ravi2,,DEV13977,,False,1
Nicholas Swaminathan,Consultant,EMP11150,Operations,Head Office,Active,2021-02-19 02:48:10,,nicholas.swaminathan78,VDR-11150,DEV81994,manager726,False,1
Vedhika Sami,Trainee,EMP12890,R&D,Remote,Active,2025-03-09 03:43:43,,vedhika.sami86,VDR-12890,DEV67250,manager216,False,1
Wahab Bir,Analyst,EMP10116,Marketing,Work From Home,Active,2024-10-24 06:43:00,,wahab.bir90,VDR-10116,DEV61879,,True,2
Devansh Raman,Manager,EMP10740,Finance,Work From Home,Active,2021-05-05 02:57:56,,devansh.raman6,VDR-10740,,manager598,False,0
Waida Som,Trainee,EMP12846,IT,Remote,Active,2025-04-17 12:42:57,,waida.som50,WS-12846,DEV84500,manager664,False,1
Wyatt Sibal,Manager,EMP11974,IT,,Active,2024-06-27 20:21:25,,wyatt.sibal38,WS-11974,,,False,0
Vanya Om,Manager,EMP11081,Customer Support,Remote,Active,2021-11-01 00:00:00,,vanya.om40,VDR-11081,DEV85231,manager821,False,1
Isaiah Merchant,Manager,EMP11810,IT,Data Center,Active,2024-07-01 05:07:27,,isaiah.merchant78,LPT-11810,,unknown,False,0
Warjas Wason,Director,EMP10830,Procurement,Remote,Disabled,2020-11-06 20:46:00,2022-08-08 14:24:13,warjas.wason49,VDR-10830,DEV22809,manager614,False,1
Orinder Sarraf,Administrator,EMP10119,IT,,Active,2026-03-25 08:42:08,,orinder.sarraf83,,DEV14373,manager402,False,1
Daksh Pau,Executive,EMP10656,Customer Support,Data Center,Active,2020-04-21 08:25:39,,daksh.pau74,VDR-10656,,manager406,False,0
Balhaar Khosla,Director,EMP12815,IT,Branch Office,Active,,,balhaar.khosla43,LPT-12815,DEV61934,,False,1
Baghyawati Kumer,Executive,EMP12774,People,,Active,2020-07-25 14:29:20,,baghyawati.kumer77,,DEV11290,manager150,False,1
Lopa Sehgal,Consultant,EMP10635,IT,Data Center,Active,2025-06-01 14:47:00,,lopa.sehgal19,WS-10635,DEV49760,,False,1
Jasmit Buch,Analyst,EMP10369,Customer Support,,Disabled,2021-06-24 04:31:05,2024-12-01 14:11:00,jasmit.buch51,WS-10369,,,False,0
Yagnesh Parikh,Administrator,EMP10268,Operations,Data Center,Active,2022-08-16 05:37:56,,yagnesh.parikh71,WS-10268,DEV79946,,False,1
Aadi Boase,Specialist,EMP10046,Legal,,Inactive,,2025-04-29 00:00:00,aadi.boase41,LPT-10046,DEV60488,manager925,False,1
Anthony Vora,Analyst,EMP10991,Sales,Regional Office,Disabled,2024-12-19 00:00:00,,anthony.vora42,WS-10991,DEV26575,manager183,False,1
Aashi Sridhar,Manager,EMP10876,Legal,Branch Office,Active,,,aashi.sridhar24,WS-10876,DEV98723,manager797,False,1
Banjeet Trivedi,Administrator,EMP10773,Finance,Branch Office,Active,2022-06-14 05:44:00,,banjeet.trivedi73,WS-10773,DEV39724,,False,1
Nilima Nanda,Analyst,EMP11219,IT,Head Office,Disabled,2024-05-31 08:42:15,,nilima.nanda54,LPT-11219,DEV59074,manager685,False,1
Liam Murthy,Consultant,EMP11126,Finance,Regional Office,Active,2026-01-12 11:14:00,,liam.murthy21,WS-11126,,manager294,False,0
Ekalinga Balan,Consultant,EMP10004,Operations,Warehouse,Active,2024-07-24 00:00:00,,ekalinga.balan13,WS-10004,DEV15695,manager487,False,1
Xalak Sathe,Specialist,EMP11595,People,Regional Office,Active,2022-11-22 00:00:00,,xalak.sathe12,WS-11595,,manager506,False,0
Vasatika Vig,Director,EMP12311,Procurement,Data Center,Active,2022-01-14 04:35:00,,vasatika.vig48,WS-12311,DEV68547,manager990,True,2
Qadim Zachariah,Analyst,EMP12958,R&D,Data Center,Active,2020-01-08 03:28:13,,qadim.zachariah98,VDR-12958,,manager538,False,0
Unni Salvi,Engineer,EMP12491,Sales,,Active,2024-11-23 07:13:00,,unni.salvi40,WS-12491,,manager485,False,0
Veer Sekhon,Manager,EMP11077,Sales,Warehouse,Disabled,2023-03-27 00:00:00,2023-03-29 19:58:00,veer.sekhon76,WS-11077,DEV26700,manager704,False,1
Samesh Bedi,Specialist,EMP10837,Customer Support,,Active,2020-07-05 01:06:00,,,WS-10837,DEV84202,manager473,False,1
Abdul Mannan,Manager,EMP10681,Customer Support,Work From Home,Active,2025-12-10 11:20:50,,abdul.mannan92,WS-10681,,manager566,False,0
Harinakshi Kohli,Consultant,EMP11715,Customer Support,Remote,Active,2020-02-29 19:48:40,,harinakshi.kohli18,WS-11715,,manager396,False,0
Ojas Shere,Specialist,EMP12352,Operations,Warehouse,Active,2024-08-19 00:00:00,,ojas.shere59,VDR-12352,DEV91479,manager342,False,1
Hemangini Sundaram,Manager,EMP12617,Legal,,Active,2020-12-11 01:50:40,,hemangini.sundaram15,LPT-12617,,,False,0
Ethan Jani,Administrator,EMP12361,Legal,Warehouse,Active,2023-12-13 00:00:00,,ethan.jani95,WS-12361,DEV90800,manager212,False,1
Qasim Rout,Officer,EMP12197,People,Data Center,Inactive,2021-05-03 03:26:00,,qasim.rout20,LPT-12197,DEV61366,manager276,False,1
Bhanumati Mukhopadhyay,Executive,EMP11148,Human Resources,Branch Office,Active,2020-05-01 10:48:43,,bhanumati.mukhopadhyay71,,DEV79935,manager384,False,1
Forum Devi,Analyst,EMP10574,Marketing,Work From Home,Active,2020-01-23 10:12:00,,forum_devi62,WS-10574,DEV48393,manager293,False,1
Zayan Pandit,Specialist,EMP10050,Procurement,Regional Office,Active,2025-09-30 02:25:05,,zayan.pandit56,WS-10050,DEV70946,manager584,False,1
Nitesh Kara,Manager,EMP10853,Legal,,Active,2022-12-29 00:00:00,,,LPT-10853,DEV44205,manager846,False,1
Parth Raval,Administrator,EMP11982,Human Resources,Head Office,Active,2021-08-27 00:00:00,,parth.raval73,VDR-11982,DEV50579,unknown,False,1
Maanas Mangal,Trainee,EMP11823,Human Resources,Work From Home,Active,2020-04-22 00:00:00,,maanas.mangal75,WS-11823,DEV66807,manager661,False,1
Jagdish Bhatia,Specialist,EMP10833,Human Resources,Head Office,Active,2024-10-25 19:57:17,,jagdish.bhatia80,VDR-10833,DEV54150,,False,1
Ishaan Prabhakar,Officer,EMP11115,Marketing,Data Center,Active,2026-03-20 12:12:04,,ishaan.prabhakar11,LPT-11115,DEV65572,manager609,False,1
Gauri Dass,Consultant,EMP11166,R&D,Remote,Disabled,,2022-07-06 00:00:00,gauri.dass35,VDR-11166,DEV20009,,False,1
Rushil Kuruvilla,Director,EMP12518,Compliance,,Active,2024-06-07 10:28:21,,rushil.kuruvilla99,WS-12518,,manager926,False,0
Abeer Palla,Administrator,EMP11906,Marketing,Warehouse,Active,2025-02-12 00:00:00,,abeer.palla55,LPT-11906,DEV92424,manager465,False,1
Chavvi Loyal,Manager,EMP10971,R&D,Regional Office,Active,,,chavvi.loyal80,WS-10971,DEV85882,,False,1
Baghyawati Nori,Analyst,EMP12701,R&D,Branch Office,Active,2022-11-30 16:54:12,,baghyawati.nori89,WS-12701,DEV62232,,False,1
Dipta Date,Administrator,EMP10399,Human Resources,,Active,2025-08-15 18:43:09,,dipta.date61,WS-10399,,manager757,False,0
Tristan Agarwal,Executive,EMP12559,Legal,Branch Office,On Leave,,,tristan.agarwal66,WS-12559,DEV59724,manager375,False,1
Lohit Sarma,Administrator,EMP12368,Marketing,,Active,2022-04-17 17:45:00,,lohit.sarma91,WS-12368,,,False,0
Vasana Bhasin,Administrator,EMP10019,Sales,Data Center,Active,2024-05-27 01:15:07,,vasana_bhasin70,VDR-10019,,manager353,False,0
Kashish Sarin,Consultant,EMP10684,Brand,Warehouse,Active,2023-06-14 10:08:20,,kashish_sarin22,VDR-10684,DEV26697,,False,1
Tamanna Karan,Analyst,EMP10035,Customer Support,Regional Office,Inactive,,,tamanna.karan84,VDR-10035,DEV49240,manager218,False,1
Timothy Doshi,Engineer,EMP12914,Sales,Remote,Active,2024-02-21 13:18:04,,timothy.doshi94,WS-12914,,manager857,False,0
Zarna Bora,Officer,EMP10524,Customer Support,Regional Office,Active,2021-07-05 05:33:24,,zarna.bora26,WS-10524,DEV29603,,False,1
Devansh Deshmukh,Engineer,EMP12455,Operations,,Active,2024-07-14 15:36:00,,devansh.deshmukh67,VDR-12455,DEV86221,manager489,False,1
Lakshit Divan,Engineer,EMP10920,Legal,Remote,Active,2023-04-26 16:01:33,,lakshit.divan84,LPT-10920,DEV14845,manager857,False,1
Gaurav Gala,Engineer,EMP11841,IT,Work From Home,Disabled,2024-03-03 00:00:00,2025-05-30 05:08:16,gaurav.gala79,LPT-11841,DEV61231,manager638,False,1
Zansi Baria,Administrator,EMP11890,Procurement,Remote,Disabled,2021-01-22 00:00:00,2023-03-25 12:36:00,zansi.baria53,LPT-11890,DEV90790,manager609,False,1
Kiaan Hari,Trainee,EMP10537,Finance,Data Center,Disabled,2024-05-28 20:18:32,2024-07-20 01:21:22,kiaan.hari8,LPT-10537,DEV36438,,False,1
Arin Bir,Trainee,EMP11705,Operations,Work From Home,Active,2024-09-21 03:30:43,,arin.bir11,LPT-11705,DEV68547,manager554,True,2
Netra Mitter,Engineer,EMP10245,Procurement,,Active,2026-05-12 03:09:01,,netra.mitter48,LPT-10245,DEV72676,unknown,False,1
Charles Kohli,Executive,EMP10784,Legal,Regional Office,Active,2020-02-07 21:00:41,,charles.kohli47,WS-10784,DEV58448,manager459,False,1
Anay Din,Trainee,EMP11409,Procurement,Warehouse,Active,2024-10-03 05:41:59,,anay.din8,LPT-11409,DEV18751,,False,1
Girindra Peri,Analyst,EMP12537,People,,Active,2025-05-24 16:13:22,,girindra.peri83,WS-12537,,,False,0
Gagan Pandey,Executive,EMP10154,Operations,Work From Home,Disabled,2023-01-29 00:00:00,2023-07-12 00:00:00,gagan.pandey3,,,manager703,False,0
Ekani Bhat,Trainee,EMP11686,Operations,Remote,Active,2026-05-03 00:00:00,,ekani.bhat62,WS-11686,DEV51087,manager701,False,1
Dominic Loyal,Administrator,EMP10625,Supply Chain,Head Office,Inactive,2020-07-25 21:53:29,2022-11-15 20:15:00,dominic.loyal90,WS-10625,DEV95820,manager775,False,1
Meghana Sethi,Administrator,EMP12962,Human Resources,,Active,2024-02-01 13:11:31,,meghana.sethi13,LPT-12962,DEV13579,manager422,False,1
